,Item ID,Title,Price,Condition,Description,Number_of_pictures,Delivery,Shipping,Distance,Ship_Location,Ship_Price,Location,City,State,Time
171,748953573,Google pixel XL 2 64GB,199.0,Used (normal wear),64GB Google pixel XL 2. Great condition and comes w two cases and charger. Have original packaging too. ,2,No delivery INFO!,"Ships from Van Buren, AR for $7.49",,"Van Buren, AR",7.49,"Van Buren, AR",Van Buren, AR,2 weeks 
172,775510634,Google pixel 2 xl,200.0,Used (normal wear),Otto boxScreen protectorUnlocked,1,No delivery INFO!,"Ships from Venice, FL for $3.29",,"Venice, FL",3.29,"Venice, FL",Venice, FL,3 weeks 
173,771860373,Google Pixel 2,125.0,Used (normal wear),Perfect condition64gb unlockedBlue,2,No delivery INFO!,"Ships from Hillsboro, OR for $3.29",,"Hillsboro, OR",3.29,"Hillsboro, OR",Hillsboro, OR,1 month 
174,769277100,Unlocked Google Pixel 2 (Black) • Ready to Use • Any Carrier!,245.0,Used (normal wear),"Unlocked and Ready to use. Free Activation Works Perfect (100%). No IssuesUsed. Good Condition. Small scratchesFor T-Mobile, Metro PCS, AT&T, Verizon, Cricket Wireless, Simple Mobile, Straight Talk, Net 10, H2O, Claro, Digicel, Overseas/ International. Any GSM. Any Country. Just insert your SIM card Phone comes with Charger Pickup in Davie or $15 delivery (I take it to u)Also $7 shipping anywhere in the USOriginal Google Pixel 2/ Pixelphone 64GB Android Smartphone/ Cellphone 4G LTE",4,No delivery INFO!,"Ships from Hollywood, FL for $7.49",,"Hollywood, FL",7.49,"Hollywood, FL",Hollywood, FL,1 month 
175,759365301,128gb sim unlocked Google PIXEL 2 XL,300.0,Used (normal wear),From Google direct factory unlocked for any sim card worldwide att t-mobile metro pcs simple straight talk lyca ultra cricket mint family mobile net10 h20 aio or for international use so bring your sim card to try it before you buy it. Specs like a galaxy s9 plus for the price of a note 8 ,1,No delivery INFO!,"Ships from San Jose, CA for $3.29",,"San Jose, CA",3.29,"San Jose, CA",San Jose, CA,1 month 
176,755541106,Pixel 2,175.0,Other (see description),"Pixel 2 128mg unlocked.  Cracked at the bottom and on the back. Camera lens broken as well. Works tho, really well. Fast. Comes with 3 cases. 2 are from Google. Open to trades, just send what you have. I'll ignore ""still available"". ",3,No delivery INFO!,"Ships from Flint, MI for $3.29",,"Flint, MI",3.29,"Flint, MI",Flint, MI,2 months 
177,741986652,Google pixel 2,250.0,Used (normal wear),Like new no major scratches charges quikly,2,No delivery INFO!,"Ships from Santa Cruz, CA for $3.29",,"Santa Cruz, CA",3.29,"Santa Cruz, CA",Santa Cruz, CA,2 months 
178,736505339,Google pixel 2,250.0,Used (normal wear),No description. Ask seller for more details,3,No delivery INFO!,"Ships from Rancho Cordova, CA for $3.29",,"Rancho Cordova, CA",3.29,"Rancho Cordova, CA",Rancho Cordova, CA,3 months 
179,731099884,"Pixel 2, Google, AT&T",250.0,Used (normal wear),Google Pixel 264 GBUnlimited photo and video storage from Google,4,Local pickup (89 miles away),Ships for $3.29,89.0,,3.29,"Bellflower, CA",Bellflower, CA,3 months 
180,728527936,Unlocked Google Pixel 2,225.0,Used (normal wear),Unlocked Pixel 2 for sale. For use with any carrier on the GSM network. ,4,No delivery INFO!,"Ships from Berea, KY for $7.49",,"Berea, KY",7.49,"Berea, KY",Berea, KY,3 months 
181,722400736,Google Pixel 2,280.0,Used (normal wear),Used for a year. Well taken care of. No scratches and paid off. Can meet at Verizon to show it can be connected to your choice of cell plan or cell company.,1,No delivery INFO!,"Ships from Phoenix, AZ for $7.49",,"Phoenix, AZ",7.49,"Phoenix, AZ",Phoenix, AZ,4 months 
182,719353760,Unlocked Google Pixel XL (White) • Ready 2 Use • Any Carrier!,165.0,Used (normal wear),"Original Google Pixel XL (white) (the Big one) Android SmartphoneUsed • Fully Tested • Works Perfect • No IssuesFully Unlocked. Ready to Use. For Metro PCS, T-Mobile, Simple Mobile, AT&T, Cricket Wireless, Straight Talk, Verizon, Digicel, Overseas etc... Just insert your SIM cardPhone comes with Charger & USB CablePickup in Davie or $15 delivery (I take it to u)Also $5 shipping anywhere  in the US ",2,No delivery INFO!,"Ships from Fort Lauderdale, FL for $3.29",,"Fort Lauderdale, FL",3.29,"Fort Lauderdale, FL",Fort Lauderdale, FL,4 months 
183,710606734,Google pixel xl 2,310.0,Reconditioned/Certified,128gb comes with otter box,3,No delivery INFO!,"Ships from Inkster, MI for $3.29",,"Inkster, MI",3.29,"Inkster, MI",Inkster, MI,4 months 
184,701820421,Google Pixel 2 XL,350.0,Used (normal wear),Verizon Google Pixel 2 XL in excellent condition.,2,No delivery INFO!,"Ships from Harrisburg, NC for $7.49",,"Harrisburg, NC",7.49,"Harrisburg, NC",Harrisburg, NC,5 months 
185,675911821,Google pixel 2,370.0,Used (normal wear),Almost brand new phone No scratch Runs fast Amazing camera ,2,Local pickup (85 miles away),Ships for $3.29,85.0,,3.29,"Chino, CA",Chino, CA,6 months 
186,673024547,Google chrome pixel phone # 2,325.0,Reconditioned/Certified,Great condition paid for.  Looking to get rid of.  Verizon ,4,No delivery INFO!,"Ships from Gilbert, AZ for $3.29",,"Gilbert, AZ",3.29,"Gilbert, AZ",Gilbert, AZ,6 months 
187,661578627,Google Pixel 2×Verizon Wireless,400.0,Open box (never used),"Good condition, no cracks and its for Verizon Wireless Network",3,No delivery INFO!,"Ships from Phoenix, AZ for $10.99",,"Phoenix, AZ",10.99,"Phoenix, AZ",Phoenix, AZ,7 months 
188,654748524,Read description Google Pixel 2 XL,200.0,Used (normal wear),Screen is Abit cracked now but It doesn't interfer when using it 4gb Ram 64 gb No BoxHMU for trades Can negotiate deals within $250-300Meet up only ,3,No delivery INFO!,"Ships from Oroville, CA for $3.29",,"Oroville, CA",3.29,"Oroville, CA",Oroville, CA,8 months 
189,647453437,Google phone pixel 2 unlocked international with case and 2 cords,450.0,Used (normal wear),No description. Ask seller for more details,2,Local pickup (84 miles away),Ships for $7.49,84.0,,7.49,"Long Beach, CA",Long Beach, CA,8 months 
190,640641323,Google Pixel 2 XL,500.0,Used (normal wear),"I’ve only had this phone for a year, trying to sell it because I brought myself the iPhone XS MAX.  There is not reason for me to keep this phone.",2,No delivery INFO!,"Ships from Chesapeake, VA for $3.29",,"Chesapeake, VA",3.29,"Chesapeake, VA",Chesapeake, VA,8 months 
191,633897795,Google Pixel 2 XL,350.0,Used (normal wear),Almost New,2,No delivery INFO!,"Ships from Valrico, FL for $10.99",,"Valrico, FL",10.99,"Valrico, FL",Valrico, FL,9 months 
192,625893008,Google pixel 2,300.0,Open box (never used),Google pixel 2. Very little use. ,2,No delivery INFO!,"Ships from Weatherford, TX for $3.29",,"Weatherford, TX",3.29,"Weatherford, TX",Weatherford, TX,9 months 
193,617755172,Google Pixel 2 XL Black 64 GB,300.0,New (never used),Google Pixel 2 XL Black 64GB10/10. Brand New Device is replacement from Google but is not refurbished. Brand New. Never used or opened.  Unlocked for all carriers. ,5,No delivery INFO!,"Ships from McAllen, TX for $3.29",,"McAllen, TX",3.29,"McAllen, TX",McAllen, TX,10 months 
194,610413631,NEW UNLOCKED Google Pixel 2,450.0,Open box (never used),"5 inch screen 64 GB of storage/ 4 GB RAMUNLIMITED online storage for photos and videosNo Scratches, Brand newRear Camera: 12.2 MPFront Camera: 8 MPThe phone is the only thing being sold  unless you'll also want the charger but it's a used charger that came with my other Pixel phone 😊",3,No delivery INFO!,"Ships from Chicago, IL for $7.49",,"Chicago, IL",7.49,"Chicago, IL",Chicago, IL,10 months 
195,602222692,GOOGLE PIXEL 2 64 GB UNLOCKED,380.0,New (never used),NEW NEVER OPENING ,5,No delivery INFO!,"Ships from Victorville, CA for $7.49",,"Victorville, CA",7.49,"Victorville, CA",Victorville, CA,11 months 
196,600739355,Google pixel 2 xln,450.0,Used (normal wear),No description. Ask seller for more details,5,No delivery INFO!,"Ships from McKinney, TX for $3.29",,"McKinney, TX",3.29,"McKinney, TX",McKinney, TX,11 months 
197,597540008,Google pixel 2,450.0,New (never used),No description. Ask seller for more details,1,No delivery INFO!,"Ships from El Paso, TX for $3.29",,"El Paso, TX",3.29,"El Paso, TX",El Paso, TX,11 months 
198,589251094,Google pixel 2 Xl Just Black,450.0,Reconditioned/Certified,Unlocked looks brand new has no scratches always has had a case and screen protector 128GB ,3,No delivery INFO!,"Ships from Bakersfield, CA for $7.49",,"Bakersfield, CA",7.49,"Bakersfield, CA",Bakersfield, CA,12 months 
199,576660802,Google pixel 2,450.0,New (never used),Never used. I have a s9 that I love so no need for this phone. Screen protected is still on it from the box. Charger comes with it.,2,No delivery INFO!,"Ships from Riverview, FL for $3.29",,"Riverview, FL",3.29,"Riverview, FL",Riverview, FL,1 year 
200,568709605,Google Pixel 2 XL 128gb Unlocked,429.99,Used (normal wear),"Google Pixel 2 XL 128gb. Black & white. Unlocked. Clean IMEI, ready to use with ANY carrier worldwide! Used, in GREAT condition. The phone is fully functional but does have some minor cosmetic flaws. There are slight scratches/ scuffs from usage. (Please refer to pictures) Included in this listing is the phone, charging cable, and charging wall adapter. For further questions about this device please send me a message for a quick response. Thanks for your interest! Hablo español. 30 DAYS WARRANTY INCLUDED. CLEAN IMEI GUARANTEED FOR LIFE. TRADE-INS ACCEPTED. ",12,No delivery INFO!,"Ships from Homestead, FL for $7.49",,"Homestead, FL",7.49,"Homestead, FL",Homestead, FL,1 year 
201,559466748,Google Pixel 2 XL 64GB Black & White,450.0,Used (normal wear),"Google Pixel 2 XL 64GB Black & White, nearly used with little unnoticeable crack at the button left side of the screen. Does not affect functionality in any way. ",5,No delivery INFO!,"Ships from Lochearn, MD for $7.49",,"Lochearn, MD",7.49,"Lochearn, MD",Lochearn, MD,1 year 
202,549459513,Mint condition Google Pixel 2,500.0,Open box (never used),"Mint condition pixel 2. Only used for a week. Like new, comes with screen protector and case",5,No delivery INFO!,"Ships from Littleton, CO for $7.49",,"Littleton, CO",7.49,"Littleton, CO",Littleton, CO,1 year 
203,537723533,Google pixel 2 64 gb,325.0,Used (normal wear),No description. Ask seller for more details,2,No delivery INFO!,"Ships from Lutz, FL for $7.49",,"Lutz, FL",7.49,"Lutz, FL",Lutz, FL,1 year 
204,523305340,Google Pixle 2,400.0,Open box (never used),"Like new Google pixel 2,great condition comes with house charger,car charger,box,2 phone cases,already has screen protector on it",3,No delivery INFO!,"Ships from Riverview, FL for $7.49",,"Riverview, FL",7.49,"Riverview, FL",Riverview, FL,1 year 
205,437646129,Everything is brand new not opened. The phone case is for the pixel 2. Xl but the Google home can be used with anything along with the charger,200.0,New (never used),Make offer. I'm willing to trade for the google daydream or Google earbuds.Powerstation quick charge external battery new is 49.99Google Earth pixel XL 2 cellphone case new is 49.99Google home new is 129.99 ,5,Local pickup (83 miles away),Ships for $10.99,83.0,,10.99,"Buena Park, CA",Buena Park, CA,1 year 
