,Item ID,Title,Price,Condition,Description,Number_of_pictures,Delivery,Shipping,Distance,Ship_Location,Ship_Price,Location,City,State,Time
27,788494833,iPhone 6 Plus 16gb T-Mobile,200,Used (normal wear),iPhone 6 Plus 16gb T-Mobile $200,2,Local pickup (24 miles away),No shipping INFO!,24.0,,,"San Marcos, CA",San Marcos, CA,1 day 
28,788415893,iPhone 6,101,Used (normal wear),Excellent condition I phone 6 factory unlock for any SIM card . It is 64 GB.,3,Local pickup (14 miles away),No shipping INFO!,14.0,,,"La Mesa, CA",La Mesa, CA,1 day 
29,788271807,iPhone 6 128 g.b,125,Used (normal wear),"This phone is in working condition it is unlocked to any carrier or network you use,the only problem is the home button I went to a iPhone repair shop the cost to fix is only twenty bucks everything else works perfectly come try out find out for yourself.",10,Local pickup (21 miles away),No shipping INFO!,21.0,,,"San Diego, CA",San Diego, CA,2 days 
30,787909315,iPhone 6,80,Open box (never used),iCloud locked iPhone 6 you can use it for parts it’s in new condition ,2,Local pickup (13 miles away),No shipping INFO!,13.0,,,"Santee, CA",Santee, CA,3 days 
31,787648911,Verizon Unlocked iphone 6 16gb,149,Used (normal wear),No description. Ask seller for more details,1,Local pickup (22 miles away),No shipping INFO!,22.0,,,"Carlsbad, CA",Carlsbad, CA,3 days 
32,789082414,Iphone 6 plus,150,Used (normal wear),"64gb storage, iCloud unlocked and unlocked for any carrier, needs camera replacement but apart from that everything works well along with touch id, 130 is the lowest",8,Local pickup (24 miles away),No shipping INFO!,24.0,,,"San Diego, CA",San Diego, CA,6 hours 
33,788885842,iPhone 6 Plus,185,Reconditioned/Certified,"Mint condition, new battery. Clean IMEI, unlocked to all carriers!",3,Local pickup (9 miles away),No shipping INFO!,9.0,,,"San Diego, CA",San Diego, CA,12 hours 
34,788866780,iPhone 6 16G (sprint),115,Used (normal wear),Great condition and it’s unlocked! It’s for sprint carrier,6,Local pickup (22 miles away),No shipping INFO!,22.0,,,"El Cajon, CA",El Cajon, CA,12 hours 
35,788770154,iPhone 6 unlocked,175,Used (normal wear),"16 gb- excellent condition. Comes with charger, case, and tempered glass protector ",2,Local pickup (5 miles away),No shipping INFO!,5.0,,,"San Diego, CA",San Diego, CA,15 hours 
36,788694867,iPhone 6 - Black - 64gb - UNLOCKED - Fully Working - No Cracks,150,Used (normal wear),64 gb. Price is firm .*Fully unlocked and with current IOS installed.*No cracks / No scratches on screen.   *100% Fully functional.Some minor scuffs on back but this was from it being in a case. You won’t notice these when you put in a case.,4,Local pickup (5 miles away),No shipping INFO!,5.0,,,"San Diego, CA",San Diego, CA,1 day 
37,788569503,Iphone 6,90,Used (normal wear),My daughters phone she forgot her password a while back and it's just been sitting in a drawer since. Normal wear still works just gotta unlock it. NOT ICLOUD LOCKED! CAN UNLOCK WITH ITUNES. I just got her an iphone 8 for her bday.,2,Local pickup (11 miles away),No shipping INFO!,11.0,,,"San Diego, CA",San Diego, CA,1 day 
38,788512412,iPhone 6 32GB,130,New (never used),*PRICE NEGOTIABLE**ALL OFFERS ARE WELCOMED**In like new condition iPhone 6 32GB95% battery health UNLOCKED FOR ALL CARRIERS!-phone will be completely wiped upon purchase--not locked -will only meet in public places to avoid scammers--try your sim when we meet up- ,6,Local pickup (44 miles away),Ships for $7.49,44.0,,7.49,"Temecula, CA",Temecula, CA,1 day 
39,788434846,"iPhone 6 16gb (**FACTORY UNLOCKED GSM**) ** NO iCloud Lock** Gray, Excellent Conditions, **NO TRADES** NO LOW BALLERS",160,Used (normal wear),"** IF YOU ARE READING THIS, THE ITEMIS STILL AVAILABLE**** DON'T SEND ANY OFFER, YOU WILL BE IGNORED**Worldwide Factory UNLOCKED GSM iPhone 6 16gb with new case and screen glass protector, in Excellent Conditions, **No iCloud Lock**",3,Local pickup (18 miles away),No shipping INFO!,18.0,,,"Chula Vista, CA",Chula Vista, CA,1 day 
40,788292258,iPhone 6,123456,For Parts,Needs screen replaced Best offer takes it  ? $ ?  ... 🤔iPhone.  iPad.  Apple Watch.  charger. Cube.  Cable. MacBook. MacBook Air. iOS. screen protector. ,2,Local pickup (10 miles away),No shipping INFO!,10.0,,,"San Diego, CA",San Diego, CA,2 days 
41,788191992,iPhone 6 64gb,85,Used (normal wear),No description. Ask seller for more details,3,Local pickup (21 miles away),No shipping INFO!,21.0,,,"Carlsbad, CA",Carlsbad, CA,2 days 
42,788150680,"iPhone 6, 16 GB, AT&T",150,Used (normal wear),Clean and Reset iPhone 6.Apple earbuds.Clear case.5000mAh charging case.,4,Local pickup (22 miles away),No shipping INFO!,22.0,,,"Escondido, CA",Escondido, CA,2 days 
43,787292204,iPhone 6 with case,120,Used (normal wear),"iPhone 6 with a life proof caseT-Mobile carrier Randomly there will be some noise from speaker when talking to someone. Not sure what it’s from. It happens seldomly.  Aside from that, works fine.$120 obo ",2,Local pickup (29 miles away),No shipping INFO!,29.0,,,"Bonsall, CA",Bonsall, CA,4 days 
44,789078524,iPhone X,400,Used (normal wear),iPhone X 6 mouths use like new ,2,No delivery INFO!,"Ships from Orlando, FL for $3.29",,"Orlando, FL",3.29,"Orlando, FL",Orlando, FL,6 hours 
45,786772961,iPhone 6 Plus 16 gb- AT&T,250,Used (normal wear),"In gold finish. Good condition. Nice large screen, comes with cover, screen protector and power. ",1,Local pickup (5 miles away),No shipping INFO!,5.0,,,"San Diego, CA",San Diego, CA,5 days 
46,786657551,iPhone 6,80,Used (normal wear),iPhone 📱 6 good condition,2,Local pickup (19 miles away),No shipping INFO!,19.0,,,"Chula Vista, CA",Chula Vista, CA,5 days 
47,786620871,iPhone 6 (unlocked) 64GB -space gray,120,Used (normal wear),"Apple iPhone 6Storage size: 64 GBColor: Space GrayCarrier: unlocked (I have the documents showing unlocked status)Clean Device: Not blacklisted Phone DOES NOT come with the Apple A/C wall adapter, or Apple lightning charging cable. Phone software is up to date.All Sales Are Final.",5,Local pickup (10 miles away),No shipping INFO!,10.0,,,"San Diego, CA",San Diego, CA,5 days 
48,786590691,iPhone 6+ (not sure what carrier) willing to sell parts,90,Used (normal wear),Does this thing where when you use it for like 2-3 minutes it will restart I think it's the battery or something I dont know it also has a kind of shade at the bottom but you could still press right there and it will still register also its battery percent is stuck on 79 Other than those things works good.,5,Local pickup (21 miles away),No shipping INFO!,21.0,,,"Chula Vista, CA",Chula Vista, CA,5 days 
49,786233192,Iphone 8 plus + iphone 6,500,Reconditioned/Certified,iPhone 8 plus iphone 6 both are factory unlock they comes with 64gigs excellent condition we are the 1st for this iphone we can meet any network shop or just bring ur sim to check it price are firm firm firm no rush to sell at 500$,2,Local pickup (44 miles away),No shipping INFO!,44.0,,,"Temecula, CA",Temecula, CA,6 days 
50,786058119,3 unlocked iPhones,1200,Open box (never used),"En perfectas condiciones 3 iPhones desbloqueados para cualquier red , iPhone 8 7 6 plus ",1,Local pickup (24 miles away),No shipping INFO!,24.0,,,"Chula Vista, CA",Chula Vista, CA,6 days 
51,785468515,iPhone 6 S Plus! (no scratches or bends!) LOWERED PRICE!!!,225,Used (normal wear),No scratches! Perfect for daily use! Lowered price!,1,Local pickup (2 miles away),No shipping INFO!,2.0,,,"San Diego, CA",San Diego, CA,1 week 
52,785336451,Samsung galaxy S9 unlocked | Store,349,Used (normal wear),"Mint Condition Works With any AT&T , Tmobile, Verizon, Cricket, Metro Network and Overseas.We have in stock, iPhone 6 - $150  | iPhone 7 - $249  | iPhone 7 Plus - $349iPhone 8 - $349  | iPhone 8 Plus - $449 Samsung S8 - $249 |   S8 Plus - $349Samsung S9 - $349 |   S9 Plus  - $399Samsung Note 8 - $349  |  Note 9 - $449 Comes with warranty Call us or stop by  Our store address :Payless Wireless6074 EL Cajon Blvd San Diego, CA - 92115",10,Local pickup (11 miles away),No shipping INFO!,11.0,,,"San Diego, CA",San Diego, CA,1 week 
53,785307417,iPhone 6 16GB,130,New (never used),"white iphone 6, good condition, everything works, unlocked and case card holder included ",6,Local pickup (9 miles away),No shipping INFO!,9.0,,,"San Diego, CA",San Diego, CA,1 week 
54,785304405,Samsung galaxy note 8 unlocked 64 gb,349,Used (normal wear),"Mint Condition Works With any AT&T , Tmobile, Verizon, Cricket, Metro Network and Overseas.We have in stock, iPhone 6 - $150  | iPhone 7 - $249  | iPhone 7 Plus - $349iPhone 8 - $349  | iPhone 8 Plus - $449 Samsung S8 - $249 |   S8 Plus - $349Samsung S9 - $349 |   S9 Plus  - $399Samsung Note 8 - $349  |  Note 9 - $449 Comes with warranty Call us or stop by  Our store address :Payless Wireless6074 EL Cajon Blvd San Diego, CA - 92115",6,Local pickup (11 miles away),No shipping INFO!,11.0,,,"San Diego, CA",San Diego, CA,1 week 
55,785296955,iPhone 8 64 gb unlocked,349,Used (normal wear),"Mint Condition Works With any AT&T , Tmobile, Verizon, Cricket, Metro Network and Overseas.We have in stock, iPhone 6 - $150  | iPhone 7 - $249  | iPhone 7 Plus - $349iPhone 8 - $349  | iPhone 8 Plus - $449 Samsung S8 - $249 |   S8 Plus - $349Samsung S9 - $349 |   S9 Plus  - $399Samsung Note 8 - $349  |  Note 9 - $449 Comes with warranty Call us or stop by  Our store address :Payless Wireless6074 EL Cajon Blvd San Diego, CA - 92115",6,Local pickup (11 miles away),No shipping INFO!,11.0,,,"San Diego, CA",San Diego, CA,1 week 
56,785272694,Iphone 6,150,Used (normal wear),Selling only iphone 6 Unlocked to any sim card 64 GB Works great Comes with charger cable no box ,2,Local pickup (15 miles away),No shipping INFO!,15.0,,,"El Cajon, CA",El Cajon, CA,1 week 
57,784756766,"iPhone 6 White ,16GB Excellent condition, works with any carrier. Hablo español",139.99,Used (normal wear),"• 100% original, not refurbished, no ghost screen, optimal battery, no problems.• Factory unlocked, works with any company, you can do updates.• Charger and data cable.• Warranty.• Sorry no trades or buys.• Serious buyer, safe buy.• San ysidro/Chula Vista/Tijuana",8,Local pickup (18 miles away),No shipping INFO!,18.0,,,"Chula Vista, CA",Chula Vista, CA,1 week 
58,784541045,iPhone 6 +,250,Used (normal wear),iPhone 6 Plus unlocked with OtterBox case and pop socket,3,Local pickup (28 miles away),No shipping INFO!,28.0,,,"Oceanside, CA",Oceanside, CA,1 week 
59,784509181,IPhone 6,80,New (never used),It is in perfect condition and comes with the case and everything. It is LOCKED but you can unlock it very cheap. I am willing to negotiate ,6,Local pickup (18 miles away),No shipping INFO!,18.0,,,"Chula Vista, CA",Chula Vista, CA,1 week 
60,784432409,iPhone 6,100,Used (normal wear),"Silver16 GBVerizonNo cracks, dents, or scratchesCASH OR VENMO ONLY",2,Local pickup (10 miles away),No shipping INFO!,10.0,,,"San Diego, CA",San Diego, CA,1 week 
61,784267181,Louis Vuitton,180,New (never used),Louis Vuitton iPhone 6 case. Brand new. ,4,Local pickup (19 miles away),No shipping INFO!,19.0,,,"Spring Valley, CA",Spring Valley, CA,1 week 
62,784202771,iPhone 8 plus 64 gb black unlocked,449,Used (normal wear),"Mint Condition Works With any AT&T , Tmobile, Verizon, Cricket, Metro Network and Overseas.We have in stock, iPhone 6 - $150  | iPhone 7 - $249  | iPhone 7 Plus - $349iPhone 8 - $349  | iPhone 8 Plus - $449 Samsung S8 - $249 |   S8 Plus - $349Samsung S9 - $349 |   S9 Plus  - $399Samsung Note 8 - $349  |  Note 9 - $449 Comes with warranty Call us or stop by  Our store address :Payless Wireless6074 EL Cajon Blvd San Diego, CA - 92115",8,Local pickup (11 miles away),No shipping INFO!,11.0,,,"San Diego, CA",San Diego, CA,1 week 
63,783977701,iPhone 6,100,Used (normal wear),"iPhone 6, 16 GB unlocked works great.",2,Local pickup (13 miles away),No shipping INFO!,13.0,,,"San Diego, CA",San Diego, CA,1 week 
64,783967375,iPhone 7 unlocked | Store | Warranty,249,Used (normal wear),"Mint Condition Works With any AT&T , Tmobile, Verizon, Cricket, Metro Network and Overseas.We have in stock, iPhone 6 - $150  | iPhone 7 - $249  | iPhone 7 Plus - $349iPhone 8 - $349  | iPhone 8 Plus - $449 Samsung S8 - $249 |   S8 Plus - $349Samsung S9 - $349 |   S9 Plus  - $399Samsung Note 8 - $349  |  Note 9 - $449 Comes with warranty Call us or stop by  Our store address :Payless Wireless6074 EL Cajon Blvd San Diego, CA - 92115",7,Local pickup (11 miles away),No shipping INFO!,11.0,,,"San Diego, CA",San Diego, CA,1 week 
65,783957528,Samsung galaxy note 8 unlocked | warranty,349,Used (normal wear),"Mint Condition Works With any AT&T , Tmobile, Verizon, Cricket, Metro Network and Overseas.We have in stock, iPhone 6 - $150  | iPhone 7 - $249  | iPhone 7 Plus - $349iPhone 8 - $349  | iPhone 8 Plus - $449 Samsung S8 - $249 |   S8 Plus - $349Samsung S9 - $349 |   S9 Plus  - $399Samsung Note 8 - $349  |  Note 9 - $449 Comes with warranty Call us or stop by  Our store address :Payless Wireless6074 EL Cajon Blvd San Diego, CA - 92115",12,Local pickup (11 miles away),No shipping INFO!,11.0,,,"San Diego, CA",San Diego, CA,1 week 
66,789171899,iPhone 6 plus,80,Used (normal wear),"Phone still powers on...  Needs screen replacement , and disabled",4,No delivery INFO!,"Ships from Chicago, IL for $3.29",,"Chicago, IL",3.29,"Chicago, IL",Chicago, IL,1 hour 
67,783819224,iPhone 6 Gold 64GB Unlocked w/ Free Lumee Case!,140,Used (normal wear),Unlocked Gold iPhone 6 64GB can come with or without Lumee Light Cass. Was always used in case with screen protector ,2,Local pickup (15 miles away),No shipping INFO!,15.0,,,"La Mesa, CA",La Mesa, CA,1 week 
68,789157236,B F Sale - (50 Pack) 6 Foot iPhone Charger Cables,125,New (never used)," Brand New in Box (2M = 6 Foot)EXCELLENT POINT OF SALE, UPSELL ITEM( PLEASE SEE ALL MY LISTINGS)(50) for $125while supplies lastHonestTech Superior customer serviceDeal with 1 person that does this full-time.FAST SHIPPINGBUY WITH CONFIDENCEI GUARANTEE what I sell against defect for 90 daysRefund or replaceIt will sync, it will work, PERIOD !!!(Even after updates)How can I serve you today....?",5,No delivery INFO!,"Ships from Hampton, VA for $10.99",,"Hampton, VA",10.99,"Hampton, VA",Hampton, VA,2 hours 
69,783277008,iPhone 6 16GB like new • Factory unlocked • Charger • No problems,130,Used (normal wear),"• 100% original, not refurbished, no ghost screen, optimal battery, no problems.• Factory unlocked, works with any company, you can do updates.• Warranty• Serious buyer, safe buy.• San ysidro/Chula Vista/Tijuana",7,Local pickup (18 miles away),No shipping INFO!,18.0,,,"Chula Vista, CA",Chula Vista, CA,1 week 
70,783060887,iPhone 6 unlocked,200,New (never used),Works with any carrier.No cracks or damages. ,2,Local pickup (19 miles away),No shipping INFO!,19.0,,,"Chula Vista, CA",Chula Vista, CA,1 week 
71,677087504,iphone 6 plus screen and parts,60,Other (see description),good screen but the motherboard does not workunlocked no icloudi also have a couple other ones for parts,1,Local pickup (15 miles away),No shipping INFO!,15.0,,,"El Cajon, CA",El Cajon, CA,1 week 
72,782684505,Iphone 6 plus 7 and. 8,120,Used (normal wear),I have 3 iphones 2 of them are locked also i have a locked ipad...the iphone 6 plus is with at&nt,7,Local pickup (15 miles away),No shipping INFO!,15.0,,,"La Mesa, CA",La Mesa, CA,1 week 
73,782371582,iPhone 6 16gb,200,Used (normal wear),Nothing is wrong with the phone. The phone is unlocked so it can go to any carrier. Asking for $200 or best offer,3,Local pickup (15 miles away),No shipping INFO!,15.0,,,"Lemon Grove, CA",Lemon Grove, CA,1 week 
74,781653817,iPhone 6 128 gb memory unlocked with charging morphie case $185 firm pickup Point Loma,185,Used (normal wear),Price is firm condition excellent ,4,Local pickup (10 miles away),No shipping INFO!,10.0,,,"San Diego, CA",San Diego, CA,2 weeks 
75,781206727,iPhone 6,150,Used (normal wear),The home button is not working because the screen needs to be changed which is around $80. Everything else works. ,3,Local pickup (7 miles away),No shipping INFO!,7.0,,,"San Diego, CA",San Diego, CA,2 weeks 
76,780812139,Apple iPhone 6,110,Used (normal wear),iPhone 6 64 gb VerizonWorks well but has scratches and cracks in the screen as shown in the photos. Comes with a lifeproof case Please no low ball offers. ,6,Local pickup (27 miles away),No shipping INFO!,27.0,,,"Oceanside, CA",Oceanside, CA,2 weeks 
77,780184103,iPhone 6+,125,Used (normal wear),iPhone 6+ completely unlocked,2,Local pickup (15 miles away),No shipping INFO!,15.0,,,"San Diego, CA",San Diego, CA,2 weeks 
78,780003048,4 Parts!,60,For Parts,I phone 7 and I Phone 6 for parts. No LED problem with iPhone 7. Just worn turn on. I phone 6: LED is jacked up and everything else is fine.60 for both. ,4,Local pickup (14 miles away),No shipping INFO!,14.0,,,"National City, CA",National City, CA,2 weeks 
79,777106201,"iPhone 6 16GB like new, not refurbished, no problems - Factory Unlocked, works with any carrier",135,Used (normal wear),"Hello there :) you are buying from a serious seller, my phones are 100% original, they are not refurbished, recontructed or have any problems, from screen to battery everything is optimal.All are cellphones are Factory unlocked, you can use any carrier from the United States, Mexico or any country.I am in the San Ysidro area, please send me a inbox message for more details on this, or any of my products.Thank you.",1,Local pickup (18 miles away),No shipping INFO!,18.0,,,"Chula Vista, CA",Chula Vista, CA,2 weeks 
80,779210678,"iPhone 6 16GB like new, not refurbished, no problems - Factory unlocked works with any company - Warranty - Hablo español - San Ysidro",129,Used (normal wear),"Hello there :) you are buying from a serious seller, my phones are 100% original, they are not refurbished, recontructed or have any problems, from screen to battery everything is optimal.All are cellphones are Factory unlocked, you can use any carrier from the United States, Mexico or any country.I am in the San Ysidro area, please send me a inbox message for more details on this, or any of my products.Thank you.Todos nuestros celulares son liberados de fábrica.Cualquier chip del mundo puede funcionar. Ofrecemos garantía, nuestros celulares no son armados. Con nosotros no tendrás problemas con la batería, pantalla (Pantalla fantasma), sonido, etc. así que tu compra es segura.Ven para que inspecciones el equipo, me encuentro en Playas de Tijuana.Lo siento no hago cambios.Para mas información mándame un mensaje inbox.Muchas gracias.",9,Local pickup (18 miles away),No shipping INFO!,18.0,,,"Chula Vista, CA",Chula Vista, CA,2 weeks 
82,779308365,iPhone 6 Plus 64g,120,Open box (never used),Used for display.. practically new. ,3,Local pickup (51 miles away),No shipping INFO!,51.0,,,"San Juan Capistrano, CA",San Juan Capistrano, CA,2 weeks 
83,778817361,iPhone 6 & iPhone 5s,80,Used (normal wear),"Got two iPhone that are good for parts or repairs,Both has some touch screen issuesAs isNo accessories Cash onlyBoth unlocked ",2,Local pickup (46 miles away),No shipping INFO!,46.0,,,"San Clemente, CA",San Clemente, CA,2 weeks 
84,778699516,iPhone 6,180,Reconditioned/Certified,No description. Ask seller for more details,3,Local pickup (13 miles away),No shipping INFO!,13.0,,,"San Diego, CA",San Diego, CA,2 weeks 
85,778346604,Note 9 unlocked 128gb,449,Used (normal wear),"Mint Condition Works With any AT&T , Tmobile, Verizon, Cricket, Metro Network and Overseas.We have in stock, iPhone 6 - $150  | iPhone 7 - $249  | iPhone 7 Plus - $349iPhone 8 - $349  | iPhone 8 Plus - $449 Samsung S8 - $249 |   S8 Plus - $349Samsung S9 - $349 |   S9 Plus  - $399Samsung Note 8 - $349  |  Note 9 - $449 Comes with warranty Call us or stop by  Our store address :Payless Wireless6074 EL Cajon Blvd San Diego, CA - 92115",5,Local pickup (16 miles away),No shipping INFO!,16.0,,,"Spring Valley, CA",Spring Valley, CA,2 weeks 
